terminated,mgrChurn,gender,minority,flsaType,seniority,age
0,1,1,1,0,2.17,36.0
0,1,1,1,0,4.58,58.0
0,0,1,1,0,6.44,50.6
0,0,1,1,0,1.99,53.2
1,0,1,1,0,0.49,37.4
1,0,1,1,0,2.18,50.1
1,0,1,1,0,4.75,49.2
1,0,1,1,0,0.51,28.3
1,0,1,1,0,0.95,31.5
1,1,1,1,0,0.15,39.1
1,0,1,1,0,0.51,47.4
1,0,1,1,0,0.73,29.6
1,0,1,1,0,0.65,47.2
1,0,1,1,0,3.01,41.5
1,0,1,1,0,3.98,43.1
0,0,0,1,0,3.60,51.1
0,0,0,1,0,1.01,60.8
0,1,0,1,0,0.86,29.4
0,0,0,1,0,0.92,48.5
0,1,0,1,0,2.22,40.7
0,0,0,1,0,2.97,33.8
0,1,0,1,0,3.85,39.4
0,0,0,1,0,0.05,30.7
0,1,0,1,0,0.38,58.1
0,0,0,1,0,0.71,44.0
0,1,0,1,0,1.20,56.4
0,0,0,1,0,3.56,43.7
1,0,0,1,0,1.82,44.2
1,0,0,1,0,2.09,47.4
1,0,0,1,0,0.99,47.3
1,0,0,1,0,1.86,51.9
1,0,0,1,0,0.76,48.0
1,0,0,1,0,1.03,55.9
1,0,0,1,0,4.92,61.7
0,0,1,1,0,0.80,28.3
0,1,1,1,0,1.32,41.4
0,1,1,1,0,5.92,37.0
0,0,1,1,0,0.13,39.0
0,1,1,1,0,5.56,32.4
0,1,1,1,0,3.72,31.3
0,0,1,1,0,3.58,28.8
0,0,1,1,0,4.52,51.6
0,0,1,1,0,1.43,36.1
0,1,1,1,0,1.01,42.1
0,0,1,1,0,4.69,40.1
0,1,1,1,0,2.37,40.5
0,0,1,1,0,4.41,47.3
0,0,1,1,0,3.89,53.3
0,0,1,1,0,2.99,26.8
0,0,1,1,0,11.95,35.6
0,1,1,1,0,3.08,23.6
0,1,1,1,0,2.39,26.0
0,1,1,1,0,11.84,50.7
0,0,1,1,0,8.54,48.0
0,0,1,1,0,3.75,46.4
0,0,1,1,0,2.66,51.5
0,0,1,1,0,10.50,37.2
0,0,1,1,0,8.12,37.2
0,0,1,1,0,4.33,37.2
0,0,1,1,0,5.27,39.1
0,0,1,1,0,2.76,40.7
0,0,1,1,0,4.88,38.3
0,0,1,1,0,4.16,27.3
0,0,1,1,0,3.53,50.1
0,0,1,1,0,4.09,39.9
0,0,1,1,0,1.74,36.0
0,0,1,1,0,2.76,43.6
0,1,1,1,0,3.35,47.0
0,0,1,1,0,0.17,34.5
0,0,1,1,0,4.59,33.7
0,0,1,1,0,2.14,30.3
0,1,1,1,0,0.40,42.0
0,0,1,1,0,2.57,46.5
0,0,1,1,0,3.43,28.3
0,0,1,1,0,3.89,29.0
0,0,1,1,0,0.57,36.4
0,0,1,1,0,5.23,31.4
0,0,1,1,0,1.76,60.7
0,0,1,1,0,1.38,39.9
0,0,1,1,0,0.48,49.5
0,1,1,1,0,0.92,34.3
0,1,1,1,0,4.44,47.2
0,1,1,1,0,3.96,40.4
0,0,1,1,0,2.76,38.9
0,0,1,1,0,2.41,27.4
0,0,1,1,0,2.09,40.0
0,0,1,1,0,3.16,56.5
0,0,1,1,0,2.97,33.3
0,1,1,1,0,1.59,57.3
0,0,1,1,0,2.41,45.0
0,0,1,1,0,0.97,45.8
0,0,1,1,0,13.18,39.1
0,0,1,1,0,8.26,56.0
0,1,1,1,0,4.10,36.8
0,1,1,1,0,2.11,57.2
0,0,1,1,0,5.95,33.9
0,0,1,1,0,0.17,46.0
0,0,1,1,0,6.59,44.4
0,0,1,1,0,2.80,45.2
0,1,1,1,0,1.87,48.7
0,1,1,1,0,0.71,28.7
0,1,1,1,0,8.05,46.0
0,1,1,1,0,6.99,34.4
0,0,1,1,0,0.21,41.9
0,0,1,1,0,7.53,43.9
0,1,1,1,0,1.13,43.4
0,0,1,1,0,7.55,33.8
0,0,1,1,0,5.59,50.5
0,0,1,1,0,5.00,49.9
1,1,1,1,0,2.24,67.2
1,0,1,1,0,2.11,43.0
1,0,1,1,0,7.49,34.1
1,0,1,1,0,1.20,39.6
1,0,1,1,0,9.50,35.9
1,0,1,1,0,2.16,50.4
1,1,1,1,0,2.30,28.3
1,0,1,1,0,1.19,47.9
1,0,1,1,0,2.33,55.4
1,0,1,1,0,2.91,48.3
1,0,1,1,0,4.58,33.4
1,0,1,1,0,7.72,37.4
0,1,0,1,0,8.62,33.2
0,0,0,1,0,5.27,47.7
0,0,0,1,0,2.35,35.4
0,0,0,1,0,4.00,46.9
0,0,0,1,0,2.47,50.4
0,1,0,1,0,0.59,55.5
0,1,0,1,0,2.30,28.3
0,0,0,1,0,3.43,43.5
0,0,0,1,0,0.99,42.6
0,0,0,1,0,4.12,35.5
0,0,0,1,0,2.99,53.5
0,0,0,1,0,0.99,24.6
0,0,0,1,0,11.73,38.9
0,1,0,1,0,0.92,44.6
0,1,0,1,0,2.68,52.0
0,0,0,1,0,4.48,32.5
0,0,0,1,0,1.53,37.2
0,1,0,1,0,8.83,34.6
0,1,0,1,0,3.10,53.8
0,0,0,1,0,3.10,28.2
0,1,0,1,0,0.19,32.6
0,0,0,1,0,4.44,32.6
0,0,0,1,0,1.82,24.9
0,1,0,1,0,0.46,44.6
0,1,0,1,0,6.02,44.8
0,1,0,1,0,0.63,52.4
0,0,0,1,0,0.76,61.1
0,1,0,1,0,9.08,44.1
0,1,0,1,0,5.38,45.2
0,1,0,1,0,3.22,35.1
0,1,0,1,0,2.55,25.8
0,1,0,1,0,2.80,46.9
0,1,0,1,0,3.08,27.1
0,0,0,1,0,3.75,46.1
0,0,0,1,0,4.14,36.4
0,0,0,1,0,19.07,47.8
0,1,0,1,0,8.64,35.7
0,1,0,1,0,6.51,44.4
0,1,0,1,0,10.71,39.6
0,0,0,1,0,3.39,28.8
0,0,0,1,0,6.38,33.5
0,0,0,1,0,4.04,30.4
0,0,0,1,0,3.98,36.8
0,0,0,1,0,1.07,36.3
0,0,0,1,0,1.72,30.0
0,0,0,1,0,15.21,42.5
0,0,0,1,0,0.53,34.2
0,0,0,1,0,10.06,38.4
0,1,0,1,0,4.72,32.3
0,0,0,1,0,2.74,32.5
0,0,0,1,0,0.38,33.8
0,1,0,1,0,0.73,55.4
0,0,0,1,0,1.26,51.9
0,0,0,1,0,3.68,53.5
0,0,0,1,0,8.93,53.2
0,0,0,1,0,6.42,44.2
1,1,0,1,0,2.53,50.3
1,1,0,1,0,0.09,41.6
1,0,0,1,0,0.51,42.6
1,0,0,1,0,4.28,31.5
1,1,0,1,0,0.38,43.5
1,0,0,1,0,0.49,57.0
1,0,0,1,0,2.37,49.0
1,0,0,1,0,0.65,29.2
0,0,0,1,0,8.77,48.2
0,1,0,1,0,4.54,27.8
0,1,0,1,0,11.17,34.7
0,0,0,1,0,2.58,47.3
1,0,0,1,0,0.44,37.0
0,0,1,1,0,1.19,42.7
0,1,1,1,0,4.98,49.5
0,0,1,1,0,3.93,55.7
0,0,1,1,0,9.34,57.7
1,1,1,1,0,6.17,61.5
0,0,0,1,0,3.77,42.7
0,0,0,1,0,4.23,45.0
0,0,0,1,0,3.43,41.5
0,0,0,1,0,4.67,47.2
0,0,0,1,0,4.92,46.7
0,0,0,1,0,11.42,42.3
1,0,0,1,0,5.28,58.5
0,0,1,1,0,0.67,32.5
0,0,1,1,0,0.42,35.9
0,1,1,1,0,6.26,45.8
0,1,1,1,0,3.72,34.8
0,0,1,1,0,0.59,37.4
0,0,1,1,0,0.74,45.2
0,1,1,1,0,3.72,28.9
0,0,1,1,0,9.33,38.6
1,0,1,1,0,5.72,43.5
1,0,1,1,0,1.68,34.1
1,1,1,1,0,4.59,36.6
1,0,1,1,0,3.06,33.6
1,0,1,1,0,0.74,36.8
0,0,0,1,0,0.40,24.4
0,1,0,1,0,1.24,23.7
0,0,0,1,0,2.83,35.7
0,1,0,1,0,2.28,36.7
0,0,0,1,0,3.81,31.7
0,1,0,1,0,0.95,49.2
0,1,0,1,0,2.22,24.5
0,0,0,1,0,0.61,41.8
0,0,0,1,0,4.50,39.3
0,0,0,1,0,2.45,37.8
1,0,0,1,0,1.42,37.3
1,0,0,1,0,7.20,59.2
0,0,1,0,0,1.59,30.5
0,0,1,0,0,2.32,34.2
0,0,1,0,0,10.09,37.2
0,0,1,0,0,0.99,27.0
0,0,1,0,0,8.94,50.5
0,1,1,0,0,6.53,37.8
0,1,1,0,0,9.94,41.0
0,0,1,0,0,3.26,28.8
0,0,1,0,0,4.71,52.1
0,0,1,0,0,1.28,45.2
0,0,1,0,0,1.53,30.5
0,0,1,0,0,6.09,58.5
0,0,1,0,0,4.12,44.2
0,0,1,0,0,4.75,42.5
0,1,1,0,0,1.91,33.6
0,0,1,0,0,4.14,41.2
0,0,1,0,0,2.68,55.8
0,0,1,0,0,2.30,44.6
0,0,1,0,0,5.34,38.1
0,0,1,0,0,9.73,49.8
0,0,1,0,0,7.24,63.2
0,0,1,0,0,0.55,36.4
0,0,1,0,0,7.60,59.8
0,0,1,0,0,10.84,62.1
0,0,1,0,0,9.42,46.8
0,0,1,0,0,1.72,52.6
0,0,1,0,0,1.86,36.7
0,0,1,0,0,2.83,56.0
0,1,1,0,0,14.28,42.2
0,0,1,0,0,1.32,55.9
0,0,1,0,0,1.72,47.2
0,0,1,0,0,11.53,34.0
0,0,1,0,0,7.05,30.1
0,0,1,0,0,2.87,26.1
0,0,1,0,0,0.30,38.4
0,0,1,0,0,3.04,40.1
0,0,1,0,0,1.43,51.0
0,0,1,0,0,6.13,45.8
0,0,1,0,0,6.86,41.5
0,1,1,0,0,0.71,42.6
0,0,1,0,0,2.24,38.9
0,0,1,0,0,6.80,45.4
0,0,1,0,0,8.18,56.1
0,1,1,0,0,-0.01,35.5
0,0,1,0,0,22.88,48.2
0,1,1,0,0,1.84,28.3
0,0,1,0,0,4.67,28.0
0,1,1,0,0,14.56,53.1
0,1,1,0,0,3.83,45.7
0,0,1,0,0,0.67,56.3
0,1,1,0,0,13.37,49.8
0,0,1,0,0,5.71,58.9
0,0,1,0,0,2.51,32.5
0,1,1,0,0,0.53,27.1
0,0,1,0,0,4.71,35.7
0,0,1,0,0,3.59,24.4
0,0,1,0,0,0.19,48.3
0,0,1,0,0,5.17,27.3
0,0,1,0,0,2.83,45.6
0,0,1,0,0,4.00,29.6
0,0,1,0,0,0.11,53.5
0,1,1,0,0,2.89,26.7
0,0,1,0,0,0.09,54.0
0,1,1,0,0,4.00,63.7
0,0,1,0,0,3.87,49.4
0,1,1,0,0,1.74,39.4
0,0,1,0,0,3.49,44.1
0,1,1,0,0,0.92,37.9
0,0,1,0,0,3.01,49.8
0,1,1,0,0,6.84,43.6
0,0,1,0,0,0.21,52.6
0,1,1,0,0,15.33,38.9
0,0,1,0,0,0.19,52.7
0,0,1,0,0,2.22,43.5
0,0,1,0,0,0.30,34.7
0,1,1,0,0,1.20,44.1
0,1,1,0,0,4.16,48.0
0,0,1,0,0,2.22,37.7
0,0,1,0,0,16.17,57.1
0,0,1,0,0,1.49,40.1
0,0,1,0,0,0.99,49.4
0,0,1,0,0,3.54,48.0
0,1,1,0,0,0.88,39.4
0,0,1,0,0,0.44,39.4
0,0,1,0,0,3.93,47.5
0,0,1,0,0,11.29,52.6
0,0,1,0,0,1.63,50.6
0,0,1,0,0,2.22,48.0
0,0,1,0,0,20.47,39.7
0,1,1,0,0,3.96,41.7
0,1,1,0,0,1.45,34.4
0,0,1,0,0,9.08,39.6
0,1,1,0,0,1.51,45.4
0,0,1,0,0,0.21,36.8
0,1,1,0,0,0.48,54.0
0,0,1,0,0,6.65,36.9
0,0,1,0,0,4.98,34.3
0,1,1,0,0,5.15,47.7
0,0,1,0,0,1.26,41.2
0,1,1,0,0,1.60,46.6
0,1,1,0,0,0.17,46.8
0,0,1,0,0,3.49,37.5
0,0,1,0,0,0.86,36.7
0,0,1,0,0,0.17,42.6
0,0,1,0,0,2.95,45.2
0,1,1,0,0,11.00,32.2
0,0,1,0,0,3.98,65.5
0,0,1,0,0,1.97,54.4
0,0,1,0,0,3.89,45.0
0,0,1,0,0,2.49,40.1
0,0,1,0,0,2.45,43.8
0,0,1,0,0,2.32,49.9
0,1,1,0,0,2.43,42.3
0,0,1,0,0,2.64,60.9
0,0,1,0,0,3.87,44.3
0,1,1,0,0,0.34,34.8
0,0,1,0,0,5.88,51.0
0,0,1,0,0,23.01,53.9
0,1,1,0,0,0.13,39.3
0,0,1,0,0,9.46,56.0
0,0,1,0,0,4.41,50.2
0,1,1,0,0,3.45,52.4
0,0,1,0,0,8.45,46.8
0,0,1,0,0,1.78,37.1
0,0,1,0,0,2.68,45.8
0,0,1,0,0,1.43,34.9
0,0,1,0,0,0.30,38.9
0,0,1,0,0,1.89,29.3
0,0,1,0,0,0.57,50.2
0,0,1,0,0,1.70,30.6
0,0,1,0,0,0.82,31.9
0,0,1,0,0,3.26,59.3
0,0,1,0,0,0.48,44.9
0,1,1,0,0,5.27,48.2
0,1,1,0,0,0.07,38.1
0,1,1,0,0,1.60,43.9
0,0,1,0,0,1.43,38.5
0,0,1,0,0,1.51,53.6
0,1,1,0,0,0.76,54.8
0,1,1,0,0,7.43,38.3
0,0,1,0,0,1.11,63.3
0,1,1,0,0,0.69,33.3
0,0,1,0,0,2.28,49.0
0,0,1,0,0,3.12,55.6
0,0,1,0,0,1.05,31.9
0,0,1,0,0,3.10,45.3
0,0,1,0,0,2.32,37.1
0,0,1,0,0,0.46,42.0
0,1,1,0,0,0.48,57.0
0,0,1,0,0,3.58,28.9
0,0,1,0,0,6.03,48.4
0,0,1,0,0,2.87,40.9
0,0,1,0,0,9.46,43.1
0,0,1,0,0,10.46,58.7
0,0,1,0,0,3.77,50.4
0,1,1,0,0,3.93,50.9
0,1,1,0,0,10.14,34.1
0,0,1,0,0,2.68,40.0
0,1,1,0,0,2.16,69.4
0,1,1,0,0,1.42,59.1
0,1,1,0,0,7.59,46.7
0,1,1,0,0,0.42,45.0
0,1,1,0,0,0.53,54.0
0,1,1,0,0,1.91,62.2
0,1,1,0,0,0.25,55.7
0,0,1,0,0,0.40,45.8
0,1,1,0,0,2.51,51.0
0,0,1,0,0,2.14,69.1
0,1,1,0,0,4.29,54.1
0,0,1,0,0,1.26,31.9
0,0,1,0,0,4.59,42.2
0,0,1,0,0,5.29,41.1
0,0,1,0,0,5.27,52.7
0,1,1,0,0,1.11,62.7
0,0,1,0,0,0.48,52.0
0,0,1,0,0,4.04,41.9
0,0,1,0,0,2.83,45.3
0,0,1,0,0,11.36,40.1
0,1,1,0,0,1.87,31.1
0,0,1,0,0,11.63,38.5
1,0,1,0,0,0.49,50.7
1,1,1,0,0,5.52,29.5
1,1,1,0,0,2.97,44.8
1,1,1,0,0,6.51,33.9
1,1,1,0,0,0.55,36.5
1,0,1,0,0,0.90,34.5
1,0,1,0,0,0.48,39.4
1,1,1,0,0,0.36,45.0
1,0,1,0,0,2.18,33.7
1,0,1,0,0,1.89,37.6
1,0,1,0,0,0.19,56.5
1,0,1,0,0,1.15,27.2
1,0,1,0,0,1.05,31.0
1,0,1,0,0,0.09,49.4
1,0,1,0,0,0.27,25.0
1,0,1,0,0,0.78,44.2
1,1,1,0,0,0.28,53.1
1,0,1,0,0,1.30,46.0
1,0,1,0,0,0.19,49.5
1,0,1,0,0,0.13,58.5
1,0,1,0,0,0.53,43.1
1,0,1,0,0,0.05,31.8
1,1,1,0,0,0.19,34.7
1,0,1,0,0,4.04,62.4
1,0,1,0,0,1.20,50.0
1,0,1,0,0,1.82,62.6
1,1,1,0,0,1.84,42.7
1,0,1,0,0,0.38,52.4
1,0,1,0,0,0.09,59.9
1,0,1,0,0,1.13,60.5
1,0,1,0,0,3.12,60.4
1,0,1,0,0,3.64,46.6
1,1,1,0,0,4.87,45.1
1,0,1,0,0,1.72,57.8
1,0,1,0,0,0.25,48.3
1,1,1,0,0,6.17,50.3
1,0,1,0,0,0.25,50.5
1,0,1,0,0,2.20,42.0
1,0,1,0,0,2.20,34.4
1,0,1,0,0,0.17,52.1
1,1,1,0,0,2.20,43.5
0,0,0,0,0,0.53,55.2
0,0,0,0,0,3.73,28.1
0,0,0,0,0,10.75,34.1
0,0,0,0,0,3.92,28.9
0,0,0,0,0,1.00,39.0
0,0,0,0,0,4.16,27.7
0,0,0,0,0,0.32,25.7
0,0,0,0,0,2.37,33.6
0,0,0,0,0,4.07,40.9
0,0,0,0,0,10.10,43.1
0,0,0,0,0,10.71,60.7
0,0,0,0,0,6.78,30.8
0,1,0,0,0,4.16,28.0
0,0,0,0,0,7.31,43.8
0,0,0,0,0,7.37,59.3
0,0,0,0,0,0.65,29.4
0,0,0,0,0,2.58,25.3
0,0,0,0,0,1.32,28.9
0,1,0,0,0,0.36,37.8
0,1,0,0,0,6.23,34.7
0,0,0,0,0,0.09,43.7
0,1,0,0,0,6.84,55.3
0,1,0,0,0,0.65,31.0
0,1,0,0,0,0.30,52.1
0,1,0,0,0,0.21,40.9
0,0,0,0,0,2.12,61.4
0,0,0,0,0,9.00,43.8
0,0,0,0,0,2.41,52.2
0,0,0,0,0,1.42,34.8
0,0,0,0,0,2.70,52.5
0,0,0,0,0,2.83,48.8
0,0,0,0,0,12.33,60.7
0,0,0,0,0,4.59,42.6
0,0,0,0,0,10.65,41.1
0,0,0,0,0,2.20,41.0
0,1,0,0,0,0.42,27.2
0,0,0,0,0,2.12,60.4
0,1,0,0,0,1.78,30.3
0,1,0,0,0,6.76,34.4
0,0,0,0,0,16.92,53.9
0,0,0,0,0,3.62,34.9
0,0,0,0,0,3.45,37.3
0,0,0,0,0,4.65,35.7
0,0,0,0,0,1.66,39.9
0,0,0,0,0,3.98,26.2
0,0,0,0,0,5.46,43.2
0,1,0,0,0,0.09,34.2
0,0,0,0,0,0.51,60.4
0,0,0,0,0,2.97,32.8
0,0,0,0,0,3.58,51.6
0,0,0,0,0,9.48,70.3
0,0,0,0,0,9.00,52.9
0,0,0,0,0,0.46,27.0
0,0,0,0,0,1.09,68.5
0,0,0,0,0,5.48,29.8
0,1,0,0,0,0.32,27.0
0,1,0,0,0,5.94,31.4
0,0,0,0,0,1.45,32.8
0,0,0,0,0,2.05,56.8
0,0,0,0,0,1.45,44.6
0,0,0,0,0,13.95,46.9
0,0,0,0,0,3.12,58.8
0,0,0,0,0,1.47,41.3
0,0,0,0,0,8.01,57.9
0,0,0,0,0,2.66,26.4
0,0,0,0,0,4.62,36.1
0,1,0,0,0,0.21,52.1
0,0,0,0,0,1.05,40.8
0,0,0,0,0,2.53,44.4
0,0,0,0,0,7.80,64.0
0,0,0,0,0,8.63,61.3
0,1,0,0,0,2.26,40.6
0,0,0,0,0,5.21,50.3
0,0,0,0,0,2.18,32.8
0,0,0,0,0,1.72,48.1
0,0,0,0,0,2.64,44.8
0,0,0,0,0,0.25,24.5
0,1,0,0,0,4.33,48.3
0,0,0,0,0,5.32,44.1
0,0,0,0,0,7.00,67.1
0,0,0,0,0,2.64,47.4
0,0,0,0,0,4.41,61.6
0,0,0,0,0,0.34,51.1
0,0,0,0,0,4.25,43.6
0,1,0,0,0,0.76,53.4
0,1,0,0,0,5.36,54.4
0,0,0,0,0,5.01,41.8
0,0,0,0,0,0.11,43.7
0,0,0,0,0,3.92,40.8
0,0,0,0,0,8.76,61.3
0,1,0,0,0,1.42,24.5
0,1,0,0,0,2.35,26.2
0,0,0,0,0,0.69,43.9
0,1,0,0,0,1.42,23.8
0,1,0,0,0,5.10,46.8
0,0,0,0,0,5.08,37.0
0,0,0,0,0,0.80,49.8
0,0,0,0,0,-0.01,43.3
0,0,0,0,0,15.00,51.5
0,0,0,0,0,0.95,60.8
0,0,0,0,0,10.17,61.4
0,0,0,0,0,8.20,56.4
0,0,0,0,0,1.84,46.8
0,0,0,0,0,6.13,38.4
0,1,0,0,0,0.65,45.5
0,0,0,0,0,4.17,43.2
0,1,0,0,0,1.32,39.9
0,0,0,0,0,1.17,43.2
0,1,0,0,0,9.38,41.8
0,0,0,0,0,9.60,64.5
0,0,0,0,0,3.39,33.3
0,0,0,0,0,1.84,33.6
0,1,0,0,0,0.21,46.6
0,1,0,0,0,5.82,48.4
0,0,0,0,0,2.60,43.1
0,0,0,0,0,3.91,30.0
0,0,0,0,0,5.17,51.7
0,0,0,0,0,1.51,52.6
0,1,0,0,0,5.19,45.3
0,0,0,0,0,2.01,48.5
0,0,0,0,0,2.58,62.0
0,0,0,0,0,1.65,63.2
0,1,0,0,0,1.78,24.8
0,0,0,0,0,2.32,48.7
0,0,0,0,0,1.42,51.7
0,0,0,0,0,10.59,35.4
0,0,0,0,0,0.53,38.3
0,0,0,0,0,9.48,51.2
0,1,0,0,0,3.12,46.5
0,1,0,0,0,2.53,42.0
0,1,0,0,0,3.56,45.1
0,0,0,0,0,1.60,52.1
0,1,0,0,0,1.36,46.9
0,0,0,0,0,2.33,48.7
0,1,0,0,0,8.76,45.1
0,1,0,0,0,1.15,59.7
0,0,0,0,0,1.32,45.4
0,0,0,0,0,1.30,43.2
0,1,0,0,0,2.22,55.3
0,0,0,0,0,1.51,55.1
0,0,0,0,0,5.70,39.6
0,0,0,0,0,1.32,36.1
0,1,0,0,0,1.20,47.4
0,0,0,0,0,2.24,37.8
0,1,0,0,0,1.36,55.5
0,1,0,0,0,10.14,32.6
0,1,0,0,0,4.42,35.5
0,0,0,0,0,0.11,53.1
0,0,0,0,0,0.84,51.1
0,0,0,0,0,9.36,48.9
0,0,0,0,0,3.66,49.5
0,0,0,0,0,3.56,43.3
0,0,0,0,0,0.05,59.6
0,0,0,0,0,0.46,42.3
0,1,0,0,0,2.39,52.3
0,0,0,0,0,3.75,39.8
0,0,0,0,0,2.66,32.9
0,1,0,0,0,3.22,50.3
0,0,0,0,0,3.43,37.6
0,0,0,0,0,1.34,32.3
0,1,0,0,0,2.87,48.8
0,0,0,0,0,4.06,38.6
0,0,0,0,0,1.43,28.8
0,1,0,0,0,1.20,45.6
0,0,0,0,0,0.61,35.0
0,0,0,0,0,2.85,34.2
0,0,0,0,0,1.42,49.7
0,1,0,0,0,1.11,49.1
0,1,0,0,0,7.64,47.4
0,0,0,0,0,2.53,47.0
0,0,0,0,0,3.03,65.3
0,0,0,0,0,1.70,33.4
0,1,0,0,0,1.59,53.1
0,1,0,0,0,1.24,51.6
0,0,0,0,0,1.72,40.2
0,0,0,0,0,1.65,51.0
0,1,0,0,0,2.49,48.7
0,0,0,0,0,0.27,29.3
0,1,0,0,0,1.80,51.0
0,0,0,0,0,0.74,49.6
0,1,0,0,0,8.54,56.2
0,0,0,0,0,3.35,36.3
0,1,0,0,0,7.31,49.7
0,1,0,0,0,6.19,59.8
0,1,0,0,0,0.44,56.2
0,1,0,0,0,0.09,45.5
0,0,0,0,0,0.44,45.5
0,1,0,0,0,1.36,45.0
0,1,0,0,0,4.59,56.7
0,1,0,0,0,2.91,53.7
0,0,0,0,0,1.43,51.1
0,0,0,0,0,1.77,54.3
0,1,0,0,0,2.07,36.3
0,1,0,0,0,1.82,28.5
0,1,0,0,0,0.01,56.0
0,0,0,0,0,1.30,31.0
0,0,0,0,0,2.14,48.7
